El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,TM1
Mixed / non conventional,5,7,21,3,-303.38,0,-299.99,109.17,351.424,28.109,-1123.8,-939.9,-807.04,-707.86,-632.75,-573.85,-526.12,-487.23,-455.24,-427.4,-403.38,-382.94,-364.04,-346.58,-331.21,-316.81,-303.34,-290.38,-278.48,-268.19,40
Mixed / non conventional,5,7,3,4,-168.24,0,-299.99,106.93,313.605,28.109,-959.7,-827.17,-726.32,-648.83,-588.27,-539.94,-500.88,-468.4,-440.81,-416.83,-395.79,-377.37,-360.38,-344.65,-330.17,-316.82,-304.65,-293,-281.64,-271.16,40
Mixed / non conventional,5,7,4,5,56.61,0,-299.99,111.43,295.458,28.109,-578.97,-558.55,-531.16,-503.66,-479.04,-456.47,-435.86,-417.52,-400.81,-385.27,-370.94,-357.82,-344.86,-332.54,-320.97,-310.14,-299.52,-289.18,-279.44,-270.29,40
Mixed / non conventional,5,7,5,6,-111.34,3.56,-297.93,96.11,249.05,28.109,-201.16,-285.17,-330.49,-355.62,-368.13,-373.81,-374.45,-372.23,-367.71,-362.39,-355.42,-347.19,-338.78,-329.87,-320.96,-311.72,-302.79,-294.46,-286.03,-276.85,40
Mixed / non conventional,5,8,6,7,43.24,5.13,2.29,44.06,704.612,102.379,3.6,3.45,3.28,2.88,2.9,2.43,2.16,2.59,2.43,2.15,2.18,2.02,1.85,1.79,1.8,1.77,1.68,1.75,1.63,1.47,40
Mixed / non conventional,5,8,7,9,-3.62,213.62,-9.47,-165.43,-14.759,102.379,-1.76,6.52,0.79,-9.43,-3.5,-22.7,-35.1,-3.07,-7.81,-19,-13.79,-21.02,-21.63,-23.94,-18.79,-20.17,-27.29,-18.6,-26.65,-31.38,40
Mixed / non conventional,5,8,9,10,27.98,0.06,1.2,-91.42,-205.185,102.379,1.58,1.63,1.64,1.6,1.53,1.27,1.19,1.32,1.17,1.23,1.31,1.15,1.07,1.06,1,0.87,0.85,0.75,0.86,0.89,40
Mixed / non conventional,5,8,10,11,23.49,0.07,0.74,-4.42,-51.026,102.379,0.89,2.17,1.43,1.91,1.35,2.36,1.45,0.93,0.8,0.5,1.4,0.07,1.48,0.92,-0.09,0.34,-0.55,-1.06,-1.1,-0.42,40
Mixed / non conventional,5,8,11,12,30.67,0.07,1.04,-11.26,-29.747,102.379,2.15,2.27,2.13,2.24,2.61,0.36,0.39,1.87,0.71,0.6,0.43,0.86,-0.21,0.05,1.46,0.24,0.5,0.35,0.55,1.18,40
Mixed / non conventional,5,8,12,13,39.31,0.16,-0.04,12.71,-20.588,102.379,1.9,0.94,0.62,1.44,-0.87,2.74,0.66,0.33,-1.3,1.35,0,-1.35,2.14,-0.2,1.11,0.01,-0.41,-3.54,-2.92,-3.35,40
Mixed / non conventional,5,8,13,14,40.12,0.45,0.83,-18.97,-12.711,102.379,2.24,5.48,0.47,2.37,1.69,0.2,-1.15,-0.63,0.65,2.7,0.18,0.68,-0.35,-0.07,1.46,-0.89,-0.34,-0.18,0.18,1.82,40
Mixed / non conventional,5,8,14,15,44.68,0.8,0.44,-7.98,-9.244,102.379,4.29,3.49,-0.91,1.83,-2.97,6.42,0.27,1.19,-0.01,-0.89,2.58,-4.29,4.93,5.57,2.15,-3.85,-4.39,-3.67,-2.33,-0.61,40
Mixed / non conventional,5,8,15,16,67.81,0.24,1.16,40.43,-9.686,102.379,4.74,4.93,3.11,2.09,5.47,0.64,0.08,0.4,-2.4,5.98,2.89,0.16,-3.26,-2.43,-0.68,1.83,1.61,3.65,-0.66,-4.9,40
Mixed / non conventional,5,8,16,17,41.29,3.63,2.32,-48.87,-4.247,102.379,5.17,11.11,-10.06,1.72,12.01,2.07,-8.53,5.95,4.23,5.45,16.49,-2.45,11.1,7.96,-0.8,-5.23,-8.75,-5.53,4.43,0.14,40
Mixed / non conventional,5,8,11,14,34.84,0.26,0.82,-20.92,-63.41,102.926,1.72,0.13,1.06,0.61,2.61,1.75,0.76,0.79,-0.72,1.37,-0.21,-0.42,-2.3,0.37,-0.71,2.1,3.06,1.99,0.71,1.79,40
Mixed / non conventional,5,8,14,15,44.55,1.49,0.77,-9.4,-9.267,102.926,-2.79,4.72,2.99,2.03,-14.2,-8.01,-0.68,0.19,7.92,-2.13,13.44,13.74,19.14,12.17,8.77,-14.21,-6.94,-5.97,-4.43,-10.34,40
Mixed / non conventional,5,8,15,16,67.8,0.15,0.88,40.28,-9.736,102.926,2.21,4.87,0,-0.64,1.65,2.48,3.68,1.65,3.4,-1.56,-0.64,0.83,0.74,-1.29,3.4,1.38,-2.57,-1.47,1.38,-1.93,40
Mixed / non conventional,5,8,16,17,41.25,1.61,1.78,-49.34,-4.266,102.926,6.29,8.39,-5.87,-9.23,-13,0,5.66,-2.31,1.26,-0.63,7.55,9.02,-8.81,16.78,4.4,3.98,13.21,-1.68,-0.84,1.47,40
Mixed / non conventional,5,8,17,18,53.35,1.51,0.7,30.13,-4.108,102.926,3.92,0.66,0.44,-5.43,-5.86,-3.91,3.06,5.67,-6.33,-3.49,7.85,-6.31,3.92,-6.95,0.44,16.76,4.58,0.23,6.32,-1.52,40
Mixed / non conventional,5,8,18,19,84.33,1.44,0.81,-25.53,-4.968,102.926,-7.4,-8.66,-11.9,-8.46,1.62,6.49,2.15,1.8,0.53,-3.6,4.86,22.51,5.22,18.73,5.77,-0.35,-0.19,-4.51,-6.85,-1.63,40
Mixed / non conventional,5,8,19,20,82.3,0.62,-1.58,12.9,-3.793,102.926,3.3,16.76,1.64,-1.64,-9.43,-0.01,5.2,-0.7,4.47,-12.48,-6.6,8,-3.09,-12.02,-13.88,-8.96,-5.92,-2.86,-4.99,11.57,40
Mixed / non conventional,5,8,20,21,55.72,0.85,0.37,13.66,-2.048,102.926,-7.93,-3.98,-1.35,-8.73,-12.65,-5.26,-1.75,-10.48,-5.78,12.34,16.19,39.83,-0.42,-4.27,3.95,-13.14,16.14,11.75,0.79,-17.95,40
Mixed / non conventional,5,8,21,22,83.65,2.84,2.95,7.87,-2.491,102.926,-2.87,19.04,15.09,-1.8,2.87,23.71,7.54,3.23,-4.31,3.59,6.47,7.18,0.72,-8.62,15.09,0.72,1.08,-11.49,-5.39,-12.93,40
Mixed / non conventional,5,8,22,23,81.36,1.58,0.28,1.35,-1.991,102.926,17.59,-1.36,-22.97,-21.99,-1.78,3.68,-11.3,3.6,-3.97,-23.38,-0.1,8.12,8.13,31.14,6.76,-5.76,8.58,-5.47,5.38,10.73,40
Mixed / non conventional,5,8,17,18,53.83,6.01,-2.72,32.03,-4.246,105.428,19.03,-8.79,-3.34,0.01,-57.58,11.22,29.49,16.59,-25.71,-13.84,-46.26,5.41,-11.01,-46.38,-4.1,7.86,8.19,22.1,11.85,30.9,40
Mixed / non conventional,5,8,18,19,84.02,4.71,0.66,-28,-5.07,105.428,-6.63,-5.48,16.38,17.29,40.48,-23.39,-35.62,-9.26,27.16,2.27,38.03,9.04,3.95,31.3,-13.37,-25.22,-5.35,-16.33,-7.15,-24.9,40
Mixed / non conventional,5,8,19,22,74.4,0.51,1.02,34.17,-8.583,105.428,-4.28,5.95,5.61,1.79,2.97,2.43,4.78,2.48,0.01,4.55,2.44,-2.48,2.16,1.3,3.84,0.84,-1.01,-3.22,-6.69,-3.13,40
Mixed / non conventional,5,8,22,23,83.39,3.84,-11.29,0.97,-2.09,105.428,-0.64,-48.16,-3.64,17.34,-32.75,-48.59,-43.66,0.86,-0.43,-38.53,5.99,24.61,-7.49,-23.33,-37.89,-26.97,14.34,2.78,6.42,13.91,40
Mixed / non conventional,5,8,23,2,181.8,0,-299.99,266.39,-542.299,105.428,-2000.96,-1865.07,-1724.16,-1587.17,-1458.41,-1338.62,-1228.9,-1129.17,-1038.17,-954.4,-878.96,-809.26,-745.94,-688.27,-634.49,-585.91,-541.6,-500.69,-463.29,-428.6,40
Mixed / non conventional,5,8,2,3,214.08,0,-299.99,232.42,-478.961,105.428,-1998.14,-1857.68,-1713.45,-1575.92,-1447.78,-1329.43,-1221.1,-1122.3,-1031.98,-949.47,-874.22,-805.24,-742.3,-684.83,-632.01,-583.63,-539.37,-498.84,-461.78,-427.55,40
Mixed / non conventional,5,8,3,4,59.55,0,-299.99,215.44,-449.637,105.428,-2071.11,-1904.4,-1747.59,-1603.37,-1471.51,-1351.05,-1241.02,-1140.46,-1048.65,-964.99,-888.2,-818.3,-754.31,-695.92,-642.61,-593.52,-548.5,-507.09,-469.39,-434.63,40
Mixed / non conventional,5,8,4,5,-19.02,0,-299.99,157.06,-345.773,105.428,-2258.61,-1996.42,-1797.21,-1633.55,-1492.5,-1367.31,-1254.89,-1153.02,-1060.38,-975.91,-898.92,-828.25,-764.09,-705.39,-651.51,-602.06,-556.62,-514.86,-476.62,-441.09,40
Mixed / non conventional,5,8,5,6,19.73,0,-299.99,110.56,-275.822,105.428,-2423.83,-2122.46,-1901.75,-1723.96,-1573.11,-1441.33,-1323.19,-1216.05,-1118.21,-1029.82,-948.32,-874.37,-806.76,-744.29,-687.78,-635.23,-587.07,-543.24,-502.63,-465.52,40
Mixed / non conventional,5,9,6,7,37.55,0.11,0.7,8.71,453.908,113.937,1.97,1.52,1.89,1.18,1.25,0.27,0.4,0.29,0.5,0.68,0.2,0.57,0.15,0.29,-0.03,0.38,0.57,0.21,0.65,0.97,40
Mixed / non conventional,5,9,7,8,30.02,5.18,2.58,54.65,362.918,113.937,3.49,3.35,2.31,3.08,2.78,3.7,3.38,2.91,2.73,2.5,2.93,2.29,2.54,2.29,2.67,2.14,1.55,2.15,1.66,1.09,40
Mixed / non conventional,5,9,8,10,121.14,6.65,-1.05,-207.18,292.895,113.937,-0.42,-0.59,-0.88,-0.98,-1.07,-1.06,-1.1,-1.08,-1.02,-1.1,-1.2,-1.33,-1.18,-1.18,-1.29,-1.13,-0.95,-1.1,-1.11,-1.22,40
Mixed / non conventional,5,9,10,11,47.24,0.02,0.94,-10.72,-399.757,113.937,2.06,1.82,1.45,1.35,1.07,1.18,0.9,1.16,0.96,0.83,0.74,0.7,0.75,0.68,0.62,0.55,0.65,0.51,0.46,0.43,40
Mixed / non conventional,5,9,11,12,35.17,0.01,1.03,-13.84,-91.102,113.937,2.05,1.39,1.46,1.67,1.52,1.37,1.03,1.25,0.68,1.3,0.97,0.61,0.95,0.95,0.75,0.91,0.39,0.45,0.52,0.43,40
Mixed / non conventional,5,9,12,13,38.76,0.05,0.4,10.9,-46.016,113.937,1.01,0.54,1.07,1.87,-0.43,0.12,-0.51,0.31,1.07,-0.1,-0.37,0.04,2.08,0.33,1.5,0.84,0.93,-0.91,-0.78,-0.56,40
Mixed / non conventional,5,9,13,14,38.15,0.08,0.64,-19.98,-24.979,113.937,0.9,1.4,1.07,-0.32,0.82,0.36,1.54,-0.72,0.07,-0.29,-1,1.83,0.9,-0.04,1.72,0.86,-0.21,0.32,1.54,1.97,40
Mixed / non conventional,5,9,14,15,42.54,0.18,0.43,-8.75,-17.142,113.937,-0.11,5.01,0.47,-0.16,-4.75,-0.52,-2.87,4.75,0.1,-1.57,-3.76,1.46,3.24,2.87,5.8,-0.52,5.64,-2.04,-2.3,-2.25,40
Mixed / non conventional,5,9,15,16,66.03,0,1.18,39.67,-17.625,113.937,0,1.37,2.69,1.32,-0.1,0.51,-1.27,0.61,-1.01,0.2,3.81,3.76,1.57,0.1,1.78,1.52,0.05,2.34,3.35,0.91,40
Mixed / non conventional,5,9,16,17,40.72,0.37,-1.14,-49.35,-7.592,113.937,7.55,2.48,-1.53,0.24,-9.79,0.59,0.94,0,-0.35,-4.36,-3.89,-3.77,-0.24,3.89,9.32,-0.24,-5.9,-7.43,-10.38,0.12,40
Mixed / non conventional,5,9,17,18,52.62,2.1,-1.36,31.41,-7.167,114.429,21.77,-35.44,-15.37,-25.03,0.54,0.18,20.14,-12.5,6.55,-12.35,-8.26,17.03,-8.55,11.24,-5.62,-9.93,-16.01,8.61,14.44,21.33,40
Mixed / non conventional,5,9,18,19,82.47,1.74,2.99,-27.66,-8.436,114.429,-9.36,26.4,14.6,14.28,6.18,15,-14.81,7.53,6.84,10.68,0.91,-16.18,2.09,-1.37,11.52,3.29,6.35,-0.27,-4.81,-18.96,40
Mixed / non conventional,5,9,19,20,82.27,1.49,1.09,13.18,-6.486,114.429,-3.79,4.13,-3.52,8.15,3.51,-4.43,-3.38,5.71,0,4.02,6.21,-6.27,4.84,-1.94,1.38,7.99,7.77,-5.4,-2.35,-0.83,40
Mixed / non conventional,5,9,20,21,57.07,2.17,-0.07,13.42,-3.543,114.429,15.14,-14.51,0.17,-2.15,5.15,0.74,-12.5,-15.5,9.84,3.65,-9.06,-11.09,-7.55,22.88,5.04,1.39,-4.65,-2.13,10.36,3.4,40
Mixed / non conventional,5,9,21,22,83.67,0.56,2.96,7.81,-4.166,114.429,1.83,-0.53,3.65,3.66,6.99,2.02,5.24,8.59,-0.64,6.77,5.26,1.1,3.67,-5.68,-1.85,9.01,3.53,-3.55,2.99,7.2,40
Mixed / non conventional,5,9,22,23,83.33,4.03,-3.61,0.97,-3.379,114.429,13.9,-16.29,-8.21,-23.83,-7.42,6.22,-16.82,-29.66,10.73,5.3,-11.26,0.26,-9.67,18.01,7.55,-6.62,-5.43,6.09,4.63,-9.67,40
Mixed / non conventional,5,10,6,7,39.41,0.06,0.8,10.74,382.149,104.433,1.09,0.66,0.89,0.66,1.57,1.03,1.4,1.87,0.3,0.17,0.39,0.89,1.24,1,0.34,0.28,0.38,1.13,0.48,0.25,40
Mixed / non conventional,5,10,7,8,30.41,0.6,0.99,-30.58,168.504,104.433,2.89,3.28,2.5,3.06,-0.11,1.61,0.42,-1.28,2.2,1.74,1.65,-0.14,-0.68,0.01,0.48,0.83,0.87,-0.89,0.32,1.01,40
Mixed / non conventional,5,10,8,9,49.76,4.74,2.58,172.58,482.474,104.433,4.19,3.9,3.51,3.25,3.15,2.82,2.61,2.62,2.6,2.54,2.3,2.26,2.2,2.08,2.04,2.05,1.96,1.91,1.82,1.76,40
Mixed / non conventional,5,10,9,11,-12.29,135.25,22.12,-270.23,-17.023,104.433,38.1,34.75,28.87,24.53,27.73,19.75,17.02,22.68,21.54,25.2,17.61,22.65,20.07,15.11,24.33,20.01,15.71,15.76,16.19,14.72,40
Mixed / non conventional,5,10,11,12,39.96,0.01,1.09,-23.22,-316.296,104.433,2.08,1.85,1.51,1.54,1.39,1.36,1.23,1.14,1.02,0.95,1.03,0.85,0.71,0.81,0.79,0.79,0.74,0.67,0.66,0.72,40
Mixed / non conventional,5,10,12,13,34.33,0.02,0.29,8.46,-84.902,104.433,2.11,1.61,0.77,-0.03,0.33,-0.88,-1.06,0.17,0.87,1.34,-0.8,0.04,0.52,-0.29,0.79,0.74,0.35,-0.21,-0.18,-0.48,40
Mixed / non conventional,5,10,13,14,31.48,0.01,0.4,-21.13,-36.331,104.433,1.34,0.68,1.73,0.5,0.37,0.23,0.99,1.06,-0.52,0.47,-0.27,-0.05,0.05,0.77,-0.1,-0.3,0.05,-0.27,0,1.28,40
Mixed / non conventional,5,10,14,15,35.91,0.22,-0.16,-9.24,-23.214,104.433,1.54,2.13,1.4,-1.49,-0.36,-3.44,-5.65,-0.88,2.64,4.57,-1.54,0.06,-1.68,-1.55,3.83,-0.22,-2.62,-2.52,1.53,1.15,40
Mixed / non conventional,5,10,15,16,57.42,0.14,1.44,39.07,-23.137,104.433,1.66,1.89,2.24,3.01,0.85,3.9,2.67,2.37,1.21,0.53,0.97,1.67,1.42,-0.35,1.2,0.35,-0.27,1.13,1,1.27,40
Mixed / non conventional,5,10,16,17,36.42,0.89,0.6,-49.68,-9.826,104.433,8.01,0.8,-4.08,-3.36,0.54,-1.59,-7.15,5.56,1.03,4.37,-1.83,-1.44,-1.1,-3.12,4.57,5.54,-2.56,0.06,6.27,1.43,40
Mixed / non conventional,5,10,17,18,47.26,3.9,-6.72,31.58,-8.807,102.288,3.93,-19.88,3.13,20.66,15.53,-16.67,-2.44,-14.9,-9.39,-13.41,2.26,-9.25,-10.27,-4.66,-24.04,35.22,-0.16,-27.28,-59.97,-2.83,40
Mixed / non conventional,5,10,18,19,74.99,3.47,6.37,-28.05,-10.248,102.288,12.67,17.69,-9.96,-12.71,-6.86,18.77,5.81,9.04,2.32,9.4,-1.66,5.25,2.84,0.47,18.1,-14.55,7.16,11.27,40.63,11.78,40
Mixed / non conventional,5,10,19,20,75.63,0.58,3.36,13.04,-7.817,102.288,2.92,6.35,6.76,0.3,6.64,9.22,5.09,3.89,7.9,3.95,0.91,0.91,7.61,4.52,3.77,-9.85,-3.15,11.8,3.26,-5.56,40
Mixed / non conventional,5,10,20,21,53.22,0.55,1.74,13.39,-4.266,102.288,21.88,-1.35,-8.04,5.56,4.84,-3.13,-4.95,-7.68,-2.72,-2.51,4.69,-9.36,-9.55,1.16,-8.39,27.07,17.5,-2.42,-2.78,15.05,40
Mixed / non conventional,5,10,21,22,78.14,0.32,1.01,7.72,-4.96,102.288,1.72,8.47,4.06,-3.32,7.12,4.32,-0.27,5.49,9.47,-2.89,0.45,-5.32,-1.53,-5.06,0.72,-8.93,-3.8,11.46,4.44,-6.32,40
Mixed / non conventional,5,10,22,23,79.07,1.98,-6.74,0.72,-4.045,102.288,11.19,-14.13,-34.2,-4.3,-2.14,-8.74,-7.28,-18.81,-16.84,-14.07,-7.95,-21.8,-23.67,-13.37,-6.2,48.56,24.32,-22.36,-16.59,13.59,40
Mixed / non conventional,6,7,8,9,54.15,0.6,0.25,76.18,-59.93,20.863,-0.51,-0.56,-0.35,-0.7,0.63,-0.21,-0.03,0.16,-0.44,0.41,0.99,-0.14,0.53,-0.21,-0.37,1.39,0.53,1.66,1.26,0.93,40
Mixed / non conventional,6,7,9,10,14.86,389.9,610.09,108.02,-4.111,20.863,2391.57,2348.96,2301.61,2215.2,2200.4,2151.86,2124.6,2056.42,2007.02,1966.94,1941.92,1912.06,1860.81,1801.09,1757.84,1789.36,1704.35,1669.74,1667.6,1637.84,40
Mixed / non conventional,6,7,10,11,49.16,267.01,732.98,-286.09,-5.441,20.863,5613.89,5562.02,5566.17,5491.87,5421.88,5362.35,5255.8,5176.91,5082.31,4967.54,4889.62,4833.04,4798.04,4756.89,4690.6,4550.98,4547.72,4462.31,4326.51,4276.01,40
Mixed / non conventional,6,7,11,12,34.15,2.33,8.87,-13.34,-1.89,20.863,-9.39,8.6,23.71,12.17,2.9,2.73,4.31,17.37,-23.13,1.84,13.26,1.91,11.86,9.87,34.61,2.9,-3.87,44.88,22.87,-2.07,40
Mixed / non conventional,6,7,12,13,43.91,2.57,-6.55,10.81,-1.389,20.863,-6.46,-20.62,-23.8,5.89,-7.75,-16.7,-13.96,-12.91,-3.92,-10.31,-10.19,3.92,3.89,-8.97,6.27,-14.84,-11.53,7.11,-3.22,7.19,40
Mixed / non conventional,6,7,13,14,44.19,0.81,19.45,-19.94,-0.873,20.863,-56.59,-19.02,15.76,28.49,-2.79,12.03,-22.08,63.27,53.29,37.8,56.65,1.61,49.16,-13.37,49.46,-0.64,24.73,77.86,58.74,-25.3,40
Mixed / non conventional,6,7,14,15,47.8,0.92,20.95,-8.67,-0.63,20.863,-8.52,-32.67,56.82,32.67,76.7,53.98,103.69,-36.93,32.67,-15.62,49.72,73.86,0,34.09,-9.94,58.24,-32.67,53.98,-99.43,28.41,40
Mixed / non conventional,6,7,15,16,72.97,8.94,33.12,39.93,-0.673,20.863,-28.48,7.7,23.72,24.63,35.72,46.37,-112.49,-35.21,8.32,70.48,122.17,35.5,74.9,-32.21,48.97,46.54,55.93,122.28,81.35,66.24,40
Mixed / non conventional,6,7,16,17,44.82,17.06,30.13,-49.59,-0.301,20.863,-173.58,0.57,86.08,33.52,-12.22,-14.49,175.57,160.23,140.34,117.05,29.83,67.9,16.76,-11.08,-48.86,129.83,-82.1,151.14,-98.3,-65.63,40
Mixed / non conventional,6,7,17,18,59.79,9.72,36.59,30.35,-0.301,20.863,89.49,51.99,20.45,63.92,12.22,-85.8,-77.27,-0.57,-56.82,163.07,178.69,-85.51,55.68,-15.34,196.31,-7.95,32.67,168.47,81.25,-53.12,40
Mixed / non conventional,6,7,18,19,52.6,151.87,-42.37,-25.38,-0.193,19.812,299.48,-319.79,855.21,-868.75,377.08,139.58,909.38,-289.58,135.42,-380.21,-634.38,294.79,86.46,719.79,157.29,-193.75,-713.54,-643.23,-735.94,-282.29,40
Mixed / non conventional,6,7,19,20,126.48,57.99,33.66,11.65,-0.365,19.812,-131.44,149.03,-458.5,367.5,-207.94,111.01,-431.08,214.01,63.78,-10.51,455.58,-155.56,-74.47,-356.42,113.6,344.41,293.36,118.23,303.38,-34.75,40
Mixed / non conventional,6,7,20,21,52.68,78.97,-46.56,13.86,-0.122,19.812,-78.91,131.25,-76.56,-14.06,50.78,-225,-82.03,-48.44,245.31,-107.03,-283.59,-442.19,-182.03,53.91,49.22,-30.47,-85.16,-33.59,219.53,7.81,40
Mixed / non conventional,6,7,21,22,83.91,23.37,-69.27,7.73,-0.157,19.812,-620.31,-351.04,11.46,106.77,131.25,281.77,142.19,-131.77,-137.5,-280.21,69.27,103.13,93.75,116.67,426.04,-209.37,-258.85,-609.38,-81.25,-188.02,40
Mixed / non conventional,6,7,22,23,78.72,40.42,-50.82,0.6,-0.122,19.812,106.25,-152.34,-134.38,-148.44,21.87,-10.94,168.75,60.16,-429.69,-56.25,104.69,-7.81,-38.28,-150.78,-107.81,-85.16,-150.78,-25.78,-72.66,92.97,40
Mixed / non conventional,6,8,10,12,24.98,1.65,0.81,-183.54,-37.261,56.226,0.9,-2.58,1.06,2.43,1.53,0.61,0.64,3.74,-0.17,3.1,4.65,-2.86,-3.74,-2.33,-0.14,-4.66,2.87,4.66,6.09,0.48,40
Mixed / non conventional,6,8,12,13,37.22,0.75,1.45,11.19,-8.722,56.226,6.98,18.04,-1.53,0.62,5.11,0.73,3.16,-3.81,3.87,-10.45,-20.59,15,15.67,8.35,4.85,10.39,-8.48,-13.61,-8.75,3.41,40
Mixed / non conventional,6,8,13,14,38.04,0.47,1.25,-19.04,-5.269,56.226,8.49,-0.35,10.04,4.42,-4.76,0.16,2.35,0.33,4.41,2.02,-0.69,4.58,-4.09,4.08,0.49,1.36,-2.2,-1.35,-4.58,0.34,40
Mixed / non conventional,6,8,14,15,41.93,0.42,3.19,-8.35,-3.722,56.226,-9.58,-3.32,0.25,13.21,-2.41,-5.04,9.15,12.24,6.7,5.72,-5.78,7.44,-0.22,1.93,2.19,-0.96,15.15,10.85,18.5,-12.25,40
Mixed / non conventional,6,8,15,16,64.5,0.17,3.11,40.34,-3.894,56.226,1.38,11.04,7.34,-1.84,-3.66,16.55,7.11,-1.14,6.18,22.53,7.35,1.86,-7.14,-0.46,0.46,0.93,-6.23,1.83,-6.41,4.61,40
Mixed / non conventional,6,8,16,17,39.68,3.85,-4.94,-49.27,-1.704,56.226,-4.77,-26.83,0.02,33.62,-13.17,-38.88,-3.17,33.56,-18.33,-22.22,-13.74,-4.81,-3.09,-29.52,22.03,-31.62,11.09,-1.02,18.31,-6.34,40
Mixed / non conventional,6,8,17,18,50.68,4.07,0.17,30.38,-1.603,56.226,5.02,-10.04,-7.25,-30.13,-0.56,22.88,19.53,-19.53,-14.51,3.91,33.48,5.02,-24.55,-11.72,8.37,20.09,7.81,-13.39,-5.02,13.95,40
Mixed / non conventional,6,8,18,19,81.79,3.8,-5.34,-25.62,-1.962,56.226,-0.42,-9.12,-10.99,10,-22.43,-37.93,-1.44,-5.06,-34.7,26.41,-1.39,-7.75,-23.68,-16.52,-1.35,3.56,20.53,0.44,9.96,-4.99,40
Mixed / non conventional,6,8,19,20,77.64,1.26,10.14,13.14,-1.446,56.226,-4.42,25.96,16.05,17.46,-15.36,1.85,16.04,8.71,39.44,4.98,11.16,6.15,14.64,-24.73,27.13,19.31,-22.29,12.99,27.89,19.74,40
Mixed / non conventional,6,8,20,21,54.38,3.01,7.03,13.82,-0.802,56.226,-1.12,-8.93,37.95,32.37,-13.39,31.25,42.41,52.46,40.18,-10.04,-36.83,-21.21,62.5,-27.9,-13.39,-34.6,-45.76,14.51,8.93,31.25,40
Mixed / non conventional,6,8,21,22,75.44,16.52,4.21,7.79,-0.888,55.687,82.16,28.23,-64.52,-83.17,-19.15,-2.02,-30.75,50.91,-27.22,20.16,69.05,-14.11,-8.57,-16.63,-51.92,46.88,122.48,29.23,-60.99,14.11,40
Mixed / non conventional,6,8,22,23,84.86,4.16,-20.25,0.1,-0.816,55.687,-128.94,-43.03,94.64,122.17,-55,-60.65,-7.83,-28.15,-67.12,-48.59,-13.47,-44.24,-61.29,15.93,-17.72,-14.66,-64.54,3.73,-5.6,19.42,40
Mixed / non conventional,6,8,23,2,1214.31,0,-299.99,264.43,-981.256,55.687,-1025.98,-967.59,-919,-872.65,-826.97,-782.67,-740.08,-699.37,-660.83,-624.24,-589.93,-557.47,-526.74,-498.16,-471.34,-446.01,-422.16,-399.75,-378.69,-358.67,40
Mixed / non conventional,6,9,7,8,38.64,5.01,1.89,-63.17,336.718,54.75,2.72,2.6,2.42,2.46,2.23,2.23,2.05,1.86,1.94,2.07,1.95,1.6,1.69,1.85,1.41,1.39,1.43,1.25,1.24,1.36,40
Mixed / non conventional,6,9,8,10,78.23,10.23,-1.72,-25.99,170.431,54.75,-1.13,-1.63,-1.57,-2.03,-1.95,-1.92,-1.78,-1.3,-2,-2.13,-2.03,-1.59,-2.03,-2.16,-1.36,-1.67,-1.96,-1.39,-1.33,-1.36,40
Mixed / non conventional,6,9,10,11,48.06,0.09,0.91,-131.99,-188.47,54.75,1.99,1.78,1.45,1.36,1.26,1.18,1.15,1.01,0.63,0.78,0.75,0.62,0.54,0.75,0.68,0.35,0.4,0.43,0.49,0.64,40
Mixed / non conventional,6,9,11,12,34.96,0.16,1.36,-8.45,-40.617,54.75,2.75,2.82,1.09,2.34,1.7,1.24,2.16,0.18,1.67,1.14,0.31,1.13,2.66,1.2,1.14,0.01,1.78,1.08,0.81,0,40
Mixed / non conventional,6,9,12,13,37.73,0.12,0.17,13.08,-19.569,54.75,2.16,1.49,1.29,1.11,-1.59,3.08,1.16,0.14,-0.36,2.11,-0.54,-2.63,-1.96,-1.1,1.33,-0.11,-1.66,-1.48,0.39,0.6,40
Mixed / non conventional,6,9,13,14,36.78,0.69,0.52,-18.67,-10.301,54.75,1,0.47,-4.62,0.84,-0.24,-3.14,4.21,2.04,-0.51,2.47,-0.37,-5.92,2.48,1.57,1.24,-3.5,1.09,4.01,6.6,0.73,40
Mixed / non conventional,6,9,14,15,41.06,1.38,-0.2,-7.9,-6.957,54.75,1.12,4.81,-0.68,-1.83,-4.6,8.14,5.73,3.09,-3.05,-1.46,1.92,-8.1,-5.36,-2.09,-1.06,-1.76,-2.01,-4.59,6.17,1.55,40
Mixed / non conventional,6,9,15,16,64,0.44,1.48,40.89,-7.082,54.75,-0.72,0.93,-5.39,1.26,0.32,3.34,7.71,0.23,2.9,-0.06,1.57,0.83,11.02,-1.77,3.35,-4.71,-0.29,-0.17,5.25,4.08,40
Mixed / non conventional,6,9,16,17,39.83,2.61,-2.15,-49.32,-3.042,54.75,-7.59,-1.25,1.91,-6.53,-11.35,3.22,5.56,4.82,-7.19,-11.87,4.31,-17.28,-4.84,-7.74,4.97,2.34,-9.73,0.03,6.33,8.94,40
Mixed / non conventional,6,9,17,18,50.64,4,4,30.81,-2.786,54.75,-0.67,2.16,-14.64,0.81,-13.54,-12.15,14.75,7.79,5.46,-1.85,14.01,6.63,21,-5.35,20.37,-1.44,-5.94,19.62,21.18,1.79,40
