El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,Time,Latitude,Longitude,,,,,,,,,,,,,,,,,,TM1
Mixed / non conventional,7,12,19,20,59.38,1.05,2.43,-11.36,-21.409,197.903,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,12,20,21,59.21,0.79,-1.35,15.94,-15.655,197.903,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,12,21,22,68.23,0.33,1.4,9.69,-13.645,197.903,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,7,12,22,23,88.62,0.01,0.43,-7.56,-13.744,197.903,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,10,11,46.75,0.01,0.77,-24.5,-182.253,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,11,12,29.51,83.28,-53.04,-12.35,-28.76,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,12,13,31.81,161.96,44.52,-69.44,-12.399,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,13,14,36.07,0.29,0.69,1.12,-7.03,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,14,15,41.13,0.51,1.45,-16.51,-4.581,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,15,16,47.31,3.1,5.95,-4.37,-3.293,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,16,17,47.19,1.2,4.44,21.41,-2.19,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,17,18,43.64,0.19,2.81,1.7,-1.418,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,18,19,64.24,6.57,8.25,8.76,-1.518,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,19,20,64.67,4.69,5.86,-10.86,-1.146,73.479,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,20,21,62.51,26.92,6.78,15.55,-0.845,72.869,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,21,22,73.5,19.74,-2.63,8.63,-0.781,72.869,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,9,22,23,91,2.26,-3.9,-7.4,-0.773,72.869,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,16,17,46.55,2.48,-0.82,21.19,-7.955,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,17,18,43.82,5.18,3.28,1.3,-5.092,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,18,19,63.4,2.45,-1.33,9.18,-5.24,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,19,20,65.59,0.69,2.77,-11.04,-3.994,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,20,21,63.24,4.16,-2.39,15.93,-2.92,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,21,22,73.88,6.41,-3.41,9.32,-2.649,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,22,23,93.77,2.84,-1.01,-7.6,-2.663,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,23,2,97.23,0,-299.99,13.96,-86.962,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,2,3,259.86,0,-299.99,3.08,-69.274,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,3,4,53.96,0,-299.99,6.91,-24.344,108.232,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,4,5,-5.87,0,-299.99,-7.16,5.041,107.988,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,5,6,-33.86,0,-299.99,-53.44,67.903,107.988,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,6,7,-9.46,0,-299.99,-55.19,67.751,107.988,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,10,7,8,3.69,28.21,-271.78,-62.51,73.947,107.988,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,9,10,38.91,2.89,1.86,-212.88,743.713,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,10,12,18.57,26.35,-8.34,4.41,88.749,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,12,13,34.3,0.02,1.61,-38.29,-295.021,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,13,14,37.81,0.03,0.33,5.13,-96.353,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,14,15,35.55,0.06,0.72,-14.78,-40.448,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,15,16,40.27,0.07,1.12,-3.37,-24.741,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,16,17,41.7,0.16,1.04,22,-15.496,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,17,18,39.68,0.29,2.53,2.16,-9.631,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,18,19,57.42,0.92,0.77,9.18,-9.621,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,19,20,60.78,0.82,2.05,-10.63,-7.334,120.09,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,14,17,37.99,0.06,0.64,1.95,-80.766,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,17,20,50.18,0.24,1.49,-0.36,-26.669,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,20,21,59.54,0.3,0.86,16.32,-5.355,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,21,22,69.5,0.32,1.45,9.19,-4.782,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,22,23,89.08,0.37,1.95,-7.46,-4.796,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,23,2,317.02,0,-299.99,125.09,-438.056,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,2,3,1145.34,0,-299.99,124.51,-426.089,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,3,4,569.46,0,-299.99,96.61,-350.199,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,4,5,254.22,0,-299.99,74.89,-289.509,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,5,6,27.97,0,-299.99,20.83,-71.348,120.212,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,22,23,88.31,1.09,-2.3,-8.36,-4.711,119.133,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,23,6,129.31,0,-299.99,221.63,-776.423,119.133,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,6,7,86.12,0,-299.99,205.51,-734.764,119.133,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,7,8,-35.42,0,-299.99,200.37,-727.472,119.133,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,11,8,9,42.83,0,-299.99,180.69,-676.813,119.133,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,9,10,34.25,0.03,0.68,-178.33,443.239,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,10,11,35.31,5.33,3.59,39.09,456.859,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,11,13,155.8,6.1,-3.68,-120.24,403.212,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,13,14,65.93,0.01,0.1,25.93,-597.216,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,14,15,40.44,0.01,0.64,-11.81,-112.132,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,15,16,39.16,0.03,0.93,-2.2,-49.767,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,16,17,39.95,0.09,1.65,22.55,-27.999,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,17,18,38.41,0.13,1.74,2.51,-16.569,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,18,19,55.08,0.37,0.86,9.46,-15.735,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,19,20,59.65,0.08,1.11,-10.41,-11.903,121.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,20,21,59.74,0.72,-1.6,15.71,-8.649,121.632,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,21,22,69.16,1.37,6.21,9.08,-7.519,121.632,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,12,22,23,90.38,0.26,-0.33,-6.99,-7.574,121.632,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,9,10,35.25,0.02,0.53,-169.55,462.171,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,10,11,33.3,0.15,0.89,8.65,249.455,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,11,12,62.41,0.99,1.4,-230.81,818.221,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,12,14,-129.69,3.38,2.36,132.63,-242.915,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,14,15,39.7,0.01,0.83,3.78,-424.906,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,15,16,32.58,0,0.71,0.97,-108.956,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,16,17,32.68,0.05,1.53,23.86,-51.003,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,17,18,32.08,0.09,1.12,3.11,-28.04,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,18,19,47.59,0.14,0.65,10.14,-25.929,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,19,20,52.76,0.13,1.2,-10.04,-19.251,141.224,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,20,21,53.56,0.59,-1.07,15.97,-13.762,141.032,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,21,22,63.17,0.81,4.52,9.35,-11.902,141.032,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,8,13,22,23,83.29,0.34,1.69,-6.71,-11.869,141.032,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,11,12,47.96,0.32,0.64,-126.16,-249.2,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,12,13,27.49,35.07,8.08,-237.88,-35.706,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,13,14,35.71,73.48,-20.43,321.39,-18.556,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,14,15,38.63,0.37,0.81,-15.69,-10.036,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,15,16,44.55,0.37,1.16,-3.72,-6.614,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,16,17,45.67,1.22,0.01,21.96,-4.238,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,17,18,43.5,1.27,-0.7,1.79,-2.691,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,18,19,61.84,0.55,0.45,9.28,-2.678,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,19,20,65.01,3.74,5.2,-10.94,-2.047,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,20,21,63.68,2.55,3.76,16.2,-1.504,97.947,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,21,22,67.35,17.26,17.6,8.64,-1.224,98.001,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,10,22,23,99.27,19.79,-19.58,-7.79,-1.418,98.001,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,20,21,58.24,0.91,4.41,15.82,-3.551,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,21,22,68.15,3.07,-7.22,8.99,-3.151,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,22,23,88.54,0.34,2.9,-6.89,-3.179,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,23,2,1007.88,0,-299.99,164.82,-758.826,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,2,3,4237.98,0,-299.99,153.47,-725.17,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,3,4,2319.72,0,-299.99,132.65,-619.214,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,4,5,1286.28,0,-299.99,132.95,-581.06,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,5,6,520.02,0,-299.99,92.77,-448.467,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,6,7,184.53,0,-299.99,71.47,-371.318,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,7,8,11.72,0,-299.99,20.05,-84.225,108.373,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,8,9,0.46,0,-299.99,-6.66,9.179,108.032,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,11,9,10,-11.22,0,-299.99,-51.35,96.462,108.032,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,10,11,39.12,0.49,1.71,-387.29,691.151,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,11,13,97.38,1.05,-1.48,-79.75,430.162,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,13,14,67.03,0.05,0.11,278.49,-533.001,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,14,15,40.36,0.07,0.65,-6.27,-95.093,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,15,16,38.29,0.11,0.6,0.16,-40.269,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,16,17,38.92,0.16,1.63,23.95,-22.106,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,17,18,37.5,0.22,0.67,3.01,-12.883,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,18,19,53.49,0.26,1.66,10.44,-12.001,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,19,20,58.69,1.03,2.77,-10.21,-9.091,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,20,21,59.32,1.36,1.45,16.82,-6.618,111.021,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,15,18,38.32,0.21,0.82,26.06,-74.379,109.77,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,18,19,53.84,1.3,1.08,9.97,-11.945,109.77,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,19,20,58.52,0.03,0.21,-9.95,-8.963,109.77,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,20,21,59.58,0.65,-0.84,16.59,-6.571,109.77,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,21,22,67.81,0.19,0.19,9.65,-5.569,109.77,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,22,23,89.55,0.56,-0.35,-6.71,-5.627,109.77,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,21,22,66.36,1.82,-2.64,8.98,-5.427,109.314,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,22,23,91.1,1.94,3.37,-7.13,-5.7,109.314,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,23,7,146.74,0,-299.99,168.49,-815.616,109.314,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,7,8,106.14,0,-299.99,174.07,-830.983,109.314,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,8,9,-41.37,0,-299.99,161.93,-779.754,109.314,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,12,9,10,44.75,0,-299.99,132.77,-648.851,109.314,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,10,11,40.09,0.11,0.8,-275.15,539.256,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,11,12,58.7,2.8,1.97,68.96,789.614,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,12,14,-70.57,11.26,4.78,-38.79,-189.851,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,14,15,39.67,0.01,0.82,29.26,-373.543,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,15,16,31.94,0.01,0.73,7.01,-92.047,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,16,17,31.77,0.01,1.48,26.56,-41.964,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,17,18,31.1,0.2,1.15,4.51,-22.66,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,18,19,45.96,0.2,1.11,11.7,-20.607,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,19,20,51.25,0.29,0.7,-9.36,-15.219,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,20,21,52.69,0.04,2.95,17.45,-10.929,126.771,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,21,22,60.71,0.15,0.55,9.38,-9.136,126.43,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,13,22,23,82.63,0.96,2.36,-6.45,-9.338,126.43,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,10,11,40.26,0.08,0.87,-212.6,369.29,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,11,12,39.88,0.19,0.63,104.77,209.037,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,12,13,35.73,5.85,-0.35,-515.22,327.672,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,13,15,59.41,24.18,6.33,421.28,77.841,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,15,16,40.99,0.01,0.72,22.23,-306.877,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,16,17,31.17,0.02,1.33,27.62,-72.933,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,17,18,28.5,0.12,1.48,4.48,-31.12,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,18,19,42.23,0.07,0.92,11.46,-25.82,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,19,20,48.53,0.28,1.09,-9.65,-18.498,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,20,21,50.62,0.22,-0.39,17.27,-12.92,98.793,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,21,22,59.57,1.12,0.03,9.52,-10.311,95.011,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,9,14,22,23,81.01,0.74,1.51,-6.83,-10.284,95.011,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,12,13,36.9,0.26,1.62,-396.28,-415.2,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,13,14,38.26,2.89,-4.83,111.47,-107.605,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,14,15,33.72,4.89,14.07,235.47,-37.942,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,15,16,35.2,0.13,0.09,-3.98,-19.8,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,16,17,36.52,0.47,1.67,21.44,-11.739,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,17,18,34.99,0.04,-0.52,2.1,-7.03,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,18,19,50.34,0.1,1.5,9.22,-6.742,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,19,20,54.22,1.01,0.69,-11.06,-5.084,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,20,21,54.17,1.04,-4.36,16.09,-3.694,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,21,22,62.46,0.21,-0.46,9.25,-3.194,212.077,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,11,22,23,82.26,5.29,-0.91,-9.37,-3.244,212.578,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,14,16,39.55,0.26,0.68,171.33,-231.83,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,16,2,123.18,0,-299.99,206.7,-469.291,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,2,3,1882.01,0,-299.99,193.26,-446.48,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,3,4,1268.88,0,-299.99,189.14,-442.679,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,4,5,762.74,0,-299.99,171.01,-415.115,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,5,6,369.05,0,-299.99,137.6,-339.91,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,6,7,180.14,0,-299.99,136.2,-316.74,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,7,8,57.71,0,-299.99,91.7,-236.779,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,8,9,13.42,0,-299.99,72.93,-196.633,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,9,10,-1.07,0,-299.99,16.83,-43.76,220.958,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,12,10,11,-0.13,0,-299.99,-6.59,2.306,221.182,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,11,12,55.04,0.58,0.57,-485.4,2517.494,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,12,14,-23.27,4.74,-2.02,66.26,-266.155,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,14,15,39.72,0.02,0.81,181.75,-817.548,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,15,16,31.05,0,0.75,2,-189.341,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,16,17,30.34,0.03,1.55,23.88,-82.599,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,17,18,29.6,0.09,1.28,3.52,-43.525,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,18,19,43.66,0.2,1.52,10.39,-38.836,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,19,20,49.14,0.06,1.04,-10.22,-28.541,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,20,21,50.7,0,0.51,16.68,-20.331,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,21,22,59.42,0.21,2.22,9.75,-17.16,287.402,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,16,19,32.48,0.1,0.94,35.74,-165.756,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,19,20,49.09,0.62,2.99,-9.87,-28.631,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,20,21,50.78,0.07,0.67,16.94,-20.446,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,21,22,59.5,0.1,1.45,9.56,-17.252,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,22,23,78.97,0.46,0.61,-6.87,-17.05,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,23,2,182.16,0,-299.99,119.56,-478.273,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,2,3,1149.86,0,-299.99,123.36,-462.95,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,3,4,650.12,0,-299.99,94.59,-379.155,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,4,5,350.75,0,-299.99,74.36,-313.233,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,5,6,52.03,0,-299.99,20.28,-76.805,288.574,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,22,23,79.26,0.71,3.45,-8.82,-17.17,289.544,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,23,6,139.18,0,-299.99,226.01,-835.217,289.544,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,13,6,7,287.56,0,-299.99,211.69,-788.77,289.544,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,14,11,12,43.83,0.11,0.67,-243.63,848.516,182.436,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,14,12,13,34.78,0.66,1.62,-218.13,673.273,182.436,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,14,13,15,50.33,2.67,-0.85,296.5,194.848,182.436,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,10,14,15,16,40.9,0.01,0.69,1.22,-554.194,182.436,1000,0,0,,,,,,,,,,,,,,,,,,40
