El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. M,Dev. Rho (%),M (mV/V),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),Nâ electrode A,Nâ electrode B,Nâ electrode M,Nâ electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Water Depth,Water resitivity,M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),Mdly (mV/V),TM1 (ms),TM2 (ms),TM3 (ms),TM4 (ms),TM5 (ms),TM6 (ms),TM7 (ms),TM8 (ms),TM9 (ms),TM10 (ms),TM11 (ms),TM12 (ms),TM13 (ms),TM14 (ms),TM15 (ms),TM16 (ms),TM17 (ms),TM18 (ms),TM19 (ms),TM20 (ms),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (âC),Rx-Bat (V),Rx Temp. (âC),Date,Gapfiller,Synch,Continuous survey marker,Cole Tau,Cole M,Cole rms
Mixed / non conventional,0,3,12,11,0,3,12,11,52.39,3.88,0,-2.94,12.51,3.092,58.747,1000,995.26,-56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,15.63,-12.37,-2.56,-6.11,-15.55,6.6,-3.5,3.29,-6.57,-10.21,-6.89,1.72,-10.43,-6.25,-2.52,-10.27,-5.09,0.55,6.07,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.4,12,0,0,,SurfRifle_,4,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,11,23,0,3,11,23,66.31,0.28,0,0.89,-0.79,-17.092,58.747,1000,-227.91,13.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,-1.16,0.26,4.61,1.24,0.2,2.51,1.82,-1.56,-0.8,1.3,-0.63,1.16,2.08,-0.57,0.79,1.46,0.05,-0.84,2.11,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.4,12,0,0,,SurfRifle_,5,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,21,10,0,3,21,10,58.16,0.52,0,1.14,19.38,18.989,58.747,1000,179.93,19.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,6.08,1.05,2.64,1.46,1.14,2.95,1.22,-0.35,1,-1.58,1.53,1.84,-1.45,-1.21,0.9,-1.53,0.35,3.02,3.44,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.4,12,0,0,,SurfRifle_,8,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,10,7,0,3,10,7,30.89,0.13,0,1.2,-24.87,18.569,58.747,1000,97.74,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,4.58,3.57,2.26,2.75,4.24,0.34,2.38,1.44,-0.67,-0.19,0.43,-0.29,-2.31,-0.72,0.63,-0.29,1.01,-0.59,1.35,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.4,12,0,0,,SurfRifle_,9,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,7,15,0,3,7,15,36.96,0.17,0,1.05,-11.53,-31.269,58.747,1000,-69.45,28.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,2.88,1.85,1.14,-0.98,0.82,-0.4,0.4,1.63,-0.76,-0.16,2.09,1.69,2.64,2.08,1.12,0.85,1.4,-0.41,-0.29,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.4,12,0,0,,SurfRifle_,10,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,8,17,0,3,8,17,44.3,0.43,0,-0.66,-27.04,-24.889,56.581,1000,-100.7,-14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63,-5.07,0.96,0.51,10.74,-0.74,-2.42,7.35,4.44,-2.55,1.34,-7.74,-3.5,-7.47,-10.4,-2.79,2.08,2.72,2.25,-0.33,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,1,0,12.86,0,12.41,38.7,9/10/16 12:20,0,1,0,0,0,0
Mixed / non conventional,0,3,16,15,0,3,16,15,90,0.02,0,0.07,-37.48,1.818,56.581,1000,2800.51,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.64,27.14,-2.95,-3.51,3.45,13.24,27.48,0.02,-2.84,21.17,10.79,-40.36,-8.86,-4.41,4.05,2.47,-7.89,-24.69,-18.32,-18.14,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,3,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,15,14,0,3,15,14,62.15,1.7,0,2.84,12.2,1.575,56.581,1000,2232.95,45.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.57,6.82,1.14,3.41,-43.18,-38.07,-10.23,-14.77,-17.61,-3.98,31.25,39.2,27.27,27.27,11.36,25,17.05,48.3,11.36,-14.2,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,4,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,14,13,0,3,14,13,61.44,0.22,0,-1.26,16.31,1.99,56.581,1000,1747.07,-20.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.96,-11.64,-7.65,-3.6,29.21,22.51,9.04,27.06,-0.88,-13.43,-28.73,-40.88,-21.56,-10.72,24.31,7.15,-8.17,-11.35,-1.48,-7.3,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,5,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,13,9,0,3,13,9,42.69,0.18,0,2.5,5.4,12.485,56.581,1000,193.46,58.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,5.43,5.59,3.14,0.72,-1.85,-1.01,0.15,-0.43,-3.38,6.23,5.95,5.46,5.81,-1.21,4.3,4.58,5.24,2.87,-1.08,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,6,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,9,19,0,3,9,19,50.52,0.05,0,1.41,-38.31,-20.785,56.581,1000,-137.53,27.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,1.73,1.59,1.98,4.34,3.58,2.03,1.77,1.16,2.37,-0.85,-3.18,1.29,0.51,-0.35,0.68,2.54,1.25,3.91,1.55,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,7,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,19,18,0,3,19,18,95.98,2.54,0,9.03,22.77,1.074,56.581,1000,5056.12,94.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.85,-1.73,62.57,-1.82,6.8,-73.99,4.13,30.23,36.63,-24.32,68.7,76.01,32.98,-10.89,-42.63,27.52,53.14,11.18,-0.62,-58.37,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.5,11,0,0,,SurfRifle_,8,0,12.86,0,12.41,38.7,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,3,18,19,0,3,18,19,101.44,28.89,0,-7.43,-24.32,-1.096,54.612,1000,-5056.12,-73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.58,142.69,-148.89,-105.16,1.94,74.49,-57.04,-119.84,-143.35,-39.51,120.2,-231.03,-100.82,61.06,-30.04,-4.41,87.34,303.4,-97.29,-39.82,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0,200,3.7,11,0,0,,SurfRifle_,2,0,12.87,0,12.39,39.2,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,4,2,1,0,4,2,1,45.76,0.02,0,1.99,-42.2,-247.568,50.99,1000,-9.42,43.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,4.1,2.55,3.42,2.3,1.97,2.17,0.76,1.03,1.88,1.22,1.41,1.18,1.96,1.64,2.16,1.78,1.83,0.43,1,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,1,0,12.86,0,12.41,39.2,9/10/16 12:20,0,1,0,0,0,0
Mixed / non conventional,0,4,1,3,0,4,1,3,41.08,8.72,0,5.04,209.95,444.485,50.99,1000,4.71,122.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,7.47,6.37,6.54,5.95,5.59,5.5,4.39,4.63,4.98,4.61,4.55,4.31,4.56,4.07,4.21,4,4.07,3.4,3.55,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,2,0,12.86,0,12.41,39.2,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,4,3,7,0,4,3,7,31.69,31.41,0,12.41,-310.33,-122.458,50.99,1000,-13.19,391.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,15.94,15.4,15.07,14.52,14.11,13.34,12.88,12.68,12.08,11.71,11.54,11.62,11.17,10.3,10.38,9.91,9.83,9.54,9.31,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,3,0,12.86,0,12.41,39.2,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,4,7,15,0,4,7,15,35.59,0.11,0,0.83,-14.78,-48.019,50.99,1000,-37.8,23.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0.28,1.34,0.99,1.51,1.16,0.52,2.25,1.68,0.84,0.44,0.08,1.01,0.28,-0.56,0.58,1.19,0.52,1.14,-0.52,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3.9,10,0,0,,SurfRifle_,4,0,12.86,0,12.41,39.2,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,4,3,2,0,4,3,2,35.82,1.6,0,0.56,-103.92,-182.282,47.956,1000,-9.42,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1.25,1.08,0.88,0.71,0.1,1.8,1.42,1.09,0.75,0.84,-1.01,-0.74,-0.49,0.72,0.39,0.23,-0.07,0.07,1.24,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.2,10,0,0,,SurfRifle_,1,0,12.86,0,12.41,39.2,9/10/16 12:20,0,1,0,0,0,0
Mixed / non conventional,0,4,2,5,0,4,2,5,35.6,0.1,0,0.27,-114.18,217.373,47.956,1000,7.85,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,0.45,0.46,0.38,-0.46,1.4,0.96,0.87,0.61,0.62,-0.71,-0.79,-0.7,0.78,-0.14,-0.15,-0.3,-0.1,1.04,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.2,10,0,0,,SurfRifle_,2,0,12.86,0,12.41,39.2,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,4,5,1,0,4,5,1,40.23,0.01,0,1.18,69.7,-450.388,47.956,1000,-4.28,29.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,2.52,2.12,1.92,1.66,1.41,1.34,1.16,1.08,0.95,0.91,0.76,0.75,0.68,0.81,0.56,0.54,0.48,0.46,0.48,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.2,10,0,0,,SurfRifle_,3,0,12.86,0,12.41,39.2,9/10/16 12:20,0,0,0,0,0,0
Mixed / non conventional,0,4,3,2,0,4,3,2,35.82,0.56,0,0.82,-84.82,-174.95,46.033,1000,-9.42,22.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2.22,1.68,0.62,1.84,1.14,0,-0.64,0.84,-0.96,0.93,1.03,1.8,1.41,0.11,0.66,1.49,0.7,0.77,-0.56,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,1,0,12.86,0,12.41,38.7,9/10/16 12:21,0,1,0,0,0,0
Mixed / non conventional,0,4,2,5,0,4,2,5,35.61,0.04,0,0.62,-109.3,208.693,46.033,1000,7.85,17.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,1.58,1.31,0.37,1.65,0.92,-0.32,-0.73,0.57,-1.06,0.8,0.63,1.41,1.41,0.58,0.24,1.44,0.35,0.36,-0.35,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,2,0,12.86,0,12.41,38.7,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,4,5,11,0,4,5,11,31.5,0.01,0,0.25,-8.05,-172.613,46.033,1000,-8.4,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.52,0.41,0.53,0.1,0.45,0.37,0.42,-0.08,0.2,0.09,0.03,0.15,0.16,0.37,-0.05,0.17,0.14,-0.17,0.55,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,3,0,12.86,0,12.41,38.7,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,4,11,23,0,4,11,23,68.04,0.23,0,0.68,-2.72,-21.332,46.033,1000,-146.82,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.94,1.22,0.22,1.26,2.72,0.76,0.13,0.62,-2.14,0.84,3.23,0.59,0.97,-3.74,1.51,1.39,2.43,0.93,-2.77,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,4,0,12.86,0,12.41,38.7,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,4,23,6,0,4,23,6,33.2,0.02,0,0.85,-4.65,78.863,46.033,1000,19.38,25.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,2,1.54,1.31,1.29,0.84,0.77,0.67,1.45,0.61,0.98,1.3,0.85,0.83,-0.26,0.73,-0.03,0.42,0.72,-0.68,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,5,0,12.86,0,12.41,38.7,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,4,6,13,0,4,6,13,29.7,0.06,0,0.53,5.41,-65.087,46.033,1000,-21,17.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,1.62,0.77,0.54,-0.18,1.54,-0.01,-0.22,-0.03,0.91,1,0.66,0.1,0.17,-0.41,0.26,-0.29,0.98,1.05,0.23,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,6,0,12.86,0,12.41,38.7,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,4,13,8,0,4,13,8,38.84,0.03,0,0.72,-4.52,25.838,46.033,1000,69.19,18.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.6,-0.9,0.28,1.66,1.59,1.14,0.25,2.18,1.42,0.45,3.25,2.21,0.75,-2.15,-0.04,-1.35,-0.31,-0.1,0.8,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,7,0,12.86,0,12.41,38.7,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,4,8,17,0,4,8,17,43.41,0.2,0,0.59,-30.3,-33.997,46.033,1000,-58.78,13.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,2.03,1.37,1.85,0.74,0.63,-0.92,-0.23,1,0.03,1.68,2.89,0.79,-0.37,-1.66,0.98,-1.89,0.27,1.58,-0.76,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,8,0,12.86,0,12.41,38.7,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,4,17,9,0,4,17,9,48.56,0.05,0,1.85,42.12,25.184,46.033,1000,88.76,38.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,1.82,0.39,2.99,3.55,0.03,3.91,2.95,3.12,1.38,2.31,1.85,2.06,1.2,-1.39,3.09,1.14,0.93,1.07,1.67,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,9,0,12.86,0,12.41,38.7,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,4,9,19,0,4,9,19,50.46,0.23,0,0.7,-40.62,-27.674,46.033,1000,-83.94,13.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.78,0.94,0.42,0.58,2.85,0.03,-0.2,0.48,0.23,0.45,0.58,0.91,0.59,0.71,0.29,0.13,2.88,0.75,-1.49,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.3,9,0,0,,SurfRifle_,10,0,12.86,0,12.41,38.7,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,4,10,21,0,4,10,21,59.1,0.09,0,2.01,-20.81,-23.671,45.374,1000,-113.29,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,2.4,5.78,2.49,-0.71,4.2,6.83,5.53,0.19,5.24,3.41,2.42,-1.14,-1.69,-0.75,2.3,4.52,-0.77,-1.29,-2.98,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,4.4,9,0,0,,SurfRifle_,1,0,12.86,0,12.44,38.7,9/10/16 12:21,0,1,0,0,0,0
Mixed / non conventional,0,5,2,1,0,5,2,1,48.37,0.01,0,1.87,-10.51,-312.438,69.573,1000,-10.77,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,3.39,2.72,1.91,3.43,2.97,3.46,2.61,1.33,1.39,2.09,1.44,0.61,1.47,0.3,0.77,1.27,1.34,0.56,-0.1,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.9,14,0,0,,SurfRifle_,1,0,12.86,0,12.44,39.2,9/10/16 12:21,0,1,0,0,0,0
Mixed / non conventional,0,5,1,3,0,5,1,3,41.86,0.04,0,1.72,57.28,424.935,69.573,1000,6.85,41.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,3.02,2.56,2.35,2.89,2.55,2.84,2.32,1.04,1.15,1.69,1.47,0.9,1.32,0.58,0.73,1.09,1.11,0.62,0.23,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.9,14,0,0,,SurfRifle_,2,0,12.86,0,12.44,39.2,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,5,3,7,0,5,3,7,52.79,0.27,0,1.16,-182.82,111.348,69.573,1000,32.99,21.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,2.12,1.93,1.39,1.68,1.46,1.12,1.3,1.11,0.96,1.05,0.68,0.69,0.79,0.72,1.01,1.11,0.94,0.52,0.36,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.9,14,0,0,,SurfRifle_,3,0,12.86,0,12.44,39.2,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,5,7,15,0,5,7,15,33.64,0.01,0,1.01,-9.48,-120.62,69.573,1000,-19.4,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,2.32,1.81,0.79,1.71,1.15,0.82,0.74,1.56,1.39,1.12,0.31,0.41,0.93,0.67,0.28,0.38,0.28,0.51,0.85,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,2.9,14,0,0,,SurfRifle_,4,0,12.86,0,12.44,39.2,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,5,2,4,0,5,2,4,34.61,0.29,0,0.72,-316.41,335.938,66.53,1000,6.85,20.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1.89,1.53,1.64,1.11,0.38,0.38,0.87,0.3,0.62,0.94,1.28,0.22,-0.09,0.18,0.13,0.17,-0.12,0.02,-0.05,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,13,0,0,,SurfRifle_,1,0,12.86,0,12.41,39.2,9/10/16 12:21,0,1,0,0,0,0
Mixed / non conventional,0,5,4,9,0,5,4,9,29.31,0.5,0,0.2,206.95,-189.673,66.53,1000,-10.28,6.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,1.52,1.19,1.71,0.63,-0.58,-0.55,0.3,-0.52,0.44,0.54,1.39,-0.4,-1.19,-0.23,-0.11,-0.87,-1.12,-0.46,-0.86,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,13,0,0,,SurfRifle_,2,0,12.86,0,12.41,39.2,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,5,9,19,0,5,9,19,46.99,0.16,0,1.11,-37.6,-59.747,66.53,1000,-52.32,23.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.86,1.62,1.68,2.1,1.77,1.69,1.45,0.93,0.65,0.42,0.64,1.06,0.34,0.45,1.57,0.52,0.73,0.76,0.57,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,13,0,0,,SurfRifle_,3,0,12.86,0,12.41,39.2,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,5,19,6,0,5,19,6,37.65,0.01,0,0.86,21.23,324.765,66.53,1000,7.71,22.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,1.55,1.38,1.11,1.04,1.02,0.94,0.91,0.84,0.6,0.8,0.58,0.58,0.56,0.53,0.48,0.75,0.62,0.52,0.56,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,13,0,0,,SurfRifle_,4,0,12.86,0,12.41,39.2,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,5,6,13,0,5,6,13,36.42,0,0,0.73,12.51,-302.84,66.53,1000,-8,20.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.44,1.26,1.04,1.13,0.88,0.74,0.6,0.78,0.76,0.64,0.52,0.34,0.57,0.45,0.45,0.5,0.45,0.27,0.29,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,13,0,0,,SurfRifle_,5,0,12.86,0,12.41,39.2,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,5,13,1,0,5,13,1,48.19,0,0,1.77,99.91,-407.202,66.53,1000,-7.87,36.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,3.58,3.28,2.73,2.37,2.25,1.95,1.73,1.59,1.68,1.41,1.3,1.25,1.12,1.13,0.98,0.72,0.75,0.82,0.72,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,13,0,0,,SurfRifle_,6,0,12.86,0,12.41,39.2,9/10/16 12:21,0,0,0,0,0,0
Mixed / non conventional,0,5,1,7,0,5,1,7,43.74,0.01,0,1.63,-116.62,512.793,66.53,1000,5.68,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,3.2,2.84,2.45,2.12,1.98,1.84,1.64,1.56,1.35,1.35,1.15,1.22,1.13,0.94,0.95,0.7,0.75,0.84,0.73,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2,0,200,3,13,0,0,,SurfRifle_,7,0,12.86,0,12.41,39.2,9/10/16 12:21,0,0,0,0,0,0
